pubmed_id,abstract,topic,clean
7537355,"Treatment of growth hormone-deficient adults with recombinant human growth hormone increases the concentration of growth hormone in the cerebrospinal fluid and affects neurotransmitters. In a double-blind, placebo-controlled trial, the effects of recombinant human growth hormone were studied on cerebrospinal fluid concentrations of growth hormone, insulin-like growth factor 1 (IGF-1), insulin-like growth factor binding protein-3 (IGFBP-3), monoamine metabolites, neuropeptides and endogenous opioid peptides. Twenty patients, 10 patients in each of 2 groups, with adult-onset, growth hormone deficiency were treated for 1 month with recombinant human growth hormone (0.25 U/kg/week) or placebo. All the patients received the appropriate thyroid, adrenal and gonadal hormone replacement. In cerebrospinal fluid, the mean concentration of growth hormone increased from 13.3 +/- 4.4 to 149.3 +/- 22.2 muU/l (p = 0.002), during recombinant human growth hormone treatment. The cerebrospinal fluid IGF-I concentration increased from 0.67 +/- 0.04 to 0.99 +/- 0.10 micrograms/l (p = 0.005) and the IGFBP-3 concentration rose from 13.4 +/- 1.25 to 17.5 +/- 1.83 micrograms/l (p = 0.002). The dopamine metabolite homovanillic acid decreased from 282.1 +/- 36.0 to 234.3 +/- 26.5 nmol/l (p = 0.02) and the vasoactive intestinal peptide decreased from 4.1 +/- 0.6 to 3.7 +/- 0.4 pmol/l (p = 0.03). Cerebrospinal fluid immunoreactive beta-endorphin increased from 24.4 +/- 1.8 to 29.9 +/- 2.1 pmol/l (p = 0.002). There were no significant changes compared to baseline in the cerebrospinal fluid concentrations of enkephalins, dynorphin A, the norepinephrine metabolite 3-methoxy-4-hydroxyphenyl-ethyleneglycol, the serotonin metabolite 5-hydroxyindoleacetic acid, gamma-aminobutyric acid, somatostatin or corticotropin-releasing factor.(ABSTRACT TRUNCATED AT 250 WORDS)",Genome engineering,treatment growth hormonedeficient adult recombinant human growth hormone increase concentration growth hormone cerebrospinal fluid affect neurotransmitter doubleblind placebocontrolled trial effect recombinant human growth hormone studied cerebrospinal fluid concentration growth hormone insulinlike growth factor igf insulinlike growth factor binding protein igfbp monoamine metabolite neuropeptides endogenous opioid peptide twenty patient patient group adultonset growth hormone deficiency treated month recombinant human growth hormone ukgweek placebo patient received appropriate thyroid adrenal gonadal hormone replacement cerebrospinal fluid mean concentration growth hormone increased muul recombinant human growth hormone treatment cerebrospinal fluid igfi concentration increased microgramsl igfbp concentration rose microgramsl dopamine metabolite homovanillic acid decreased nmoll vasoactive intestinal peptide decreased pmoll cerebrospinal fluid immunoreactive betaendorphin increased pmoll significant change compared baseline cerebrospinal fluid concentration enkephalin dynorphin norepinephrine metabolite methoxyhydroxyphenylethyleneglycol serotonin metabolite hydroxyindoleacetic acid gammaaminobutyric acid somatostatin corticotropinreleasing factorabstract truncated word
7536632,"Constitutive alpha V beta 3 integrin-mediated adhesion of human lymphoid B cells to vitronectin substrate. Adherence to cells and matrices participates in lymphocyte migration and tissue localization and contributes to the regulation of growth and differentiation of the lymphoid cells. The adherence is mainly mediated by three families of cell-surface proteins: integrins, immunoglobulin (Ig)-related molecules, and selectins. Integrins recognize Ig-related molecules such as ICAMs as well as fibronectin (FN), vitronectin (VN), and other matrix proteins. In this study, the in vitro adhesive properties of two Epstein-Barr virus-carrying B lymphoblastoid cell lines, IB-4 and NAD-20, were compared. IB-4 cells grow as a monolayer in contrast to NAD-20 cells, which grow as cell clusters. IB-4 cells were found to adhere to the tissue culture vessel through a component of the fetal bovine serum. By using blocking monoclonal antibodies to cell-surface molecules and serum proteins, IB-4 cells were found to use alpha V beta 3 integrin (CD51/CD61) and serum VN as the adhesive molecules. alpha V beta 3 integrin also mediated adhesion of IB-4 cells to human serum VN and to purified VN and FN. This constitutive adherence was not enhanced by phorbol ester treatment and was inhibited by RGD-containing peptides, in contrast to the homotypic adhesion of NAD-20 cells, which was mediated by beta 2 integrin CD11a/CD18 and its ligand ICAM-1 (CD54). Since VN is a component of both lymphoid tissue matrix and plasma, adhesion to this protein may affect functions and activities of B lymphocytes.",Genome engineering,constitutive alpha beta integrinmediated adhesion human lymphoid cell vitronectin substrate adherence cell matrix participates lymphocyte migration tissue localization contributes regulation growth differentiation lymphoid cell adherence mainly mediated three family cellsurface protein integrins immunoglobulin igrelated molecule selectins integrins recognize igrelated molecule icams well fibronectin fn vitronectin vn matrix protein study vitro adhesive property two epsteinbarr viruscarrying lymphoblastoid cell line ib nad compared ib cell grow monolayer contrast nad cell grow cell cluster ib cell found adhere tissue culture vessel component fetal bovine serum using blocking monoclonal antibody cellsurface molecule serum protein ib cell found use alpha beta integrin cdcd serum vn adhesive molecule alpha beta integrin also mediated adhesion ib cell human serum vn purified vn fn constitutive adherence enhanced phorbol ester treatment inhibited rgdcontaining peptide contrast homotypic adhesion nad cell mediated beta integrin cdacd ligand icam cd since vn component lymphoid tissue matrix plasma adhesion protein may affect function activity lymphocyte
7536210,"Massive weight loss restores 24-hour growth hormone release profiles and serum insulin-like growth factor-I levels in obese subjects. In the present study, we 1) determined whether the impaired spontaneous 24-h GH secretion as well as the blunted GH response to provocative testing in obese subjects are persistent disorders or transient defects reversed with weight loss and 2) investigated 24-h urinary GH excretion and basal levels of insulin-like growth factor-I (IGF-I), IGF-binding protein-3 (IGFBP-3), as well as insulin in obese subjects before and after a massive weight loss. We studied 18 obese subjects (age, 26 +/- 1 yr; body mass index, 40.9 +/- 1.1 kg/m2); 18 normal age-, and sex-matched control subjects; and 9 reduced weight obese subjects after a diet-induced average weight loss of 30.3 +/- 4.6 kg. Twenty-four-hour spontaneous GH secretion was estimated by obtaining 3240 integrated 20-min blood samples using a constant blood withdrawal technique and computerized algorithms. Body composition was determined using anthropometric measurements and dual energy x-ray absorptiometry scanning (DXA). In the obese subjects, 24-h spontaneous GH release profiles and the GH responses to insulin-induced hypoglycemia and L-arginine as well as basal IGF-I levels and the IGF-I/IGFBP-3 molar ratio were decreased, whereas insulin levels were elevated compared to those in normal subjects. In obese subjects, 24-h spontaneous GH secretion and serum IGF-I levels were inversely related to abdominal fat (r = -0.67; P < 0.01) and percent body fat (r = -0.69; P < 0.01), respectively. The decreased 24-h spontaneous GH release profiles, the decreased GH responses to insulin-induced hypoglycemia and L-arginine, the decreased basal IGF-I levels and IGF-I/IGFBP-3 molar ratio, as well as the elevated insulin levels were returned to normal after a massive weight loss in the obese subjects. In conclusion, the present study has shown reversible defects in 24-h spontaneous GH release profiles, basal IGF-I levels, and the IGF-I/IGFBP-3 molar ratio in obese subjects. The recovery of the 24-h GH release points to an acquired transient defect rather than a persistent preexisting disorder.",Genome engineering,massive weight loss restores hour growth hormone release profile serum insulinlike growth factori level obese subject present study determined whether impaired spontaneous gh secretion well blunted gh response provocative testing obese subject persistent disorder transient defect reversed weight loss investigated urinary gh excretion basal level insulinlike growth factori igfi igfbinding protein igfbp well insulin obese subject massive weight loss studied obese subject age yr body mass index kgm normal age sexmatched control subject reduced weight obese subject dietinduced average weight loss kg twentyfourhour spontaneous gh secretion estimated obtaining integrated min blood sample using constant blood withdrawal technique computerized algorithm body composition determined using anthropometric measurement dual energy xray absorptiometry scanning dxa obese subject spontaneous gh release profile gh response insulininduced hypoglycemia larginine well basal igfi level igfiigfbp molar ratio decreased whereas insulin level elevated compared normal subject obese subject spontaneous gh secretion serum igfi level inversely related abdominal fat percent body fat respectively decreased spontaneous gh release profile decreased gh response insulininduced hypoglycemia larginine decreased basal igfi level igfiigfbp molar ratio well elevated insulin level returned normal massive weight loss obese subject conclusion present study shown reversible defect spontaneous gh release profile basal igfi level igfiigfbp molar ratio obese subject recovery gh release point acquired transient defect rather persistent preexisting disorder
7536200,"Concentrations, release, and disposal of insulin-like growth factor (IGF)-binding proteins (IGFBP), IGF-I, and growth hormone in different vascular beds in patients with cirrhosis. The liver is thought to be the major source of circulating insulin-like growth factor (IGF-I) and IGF-binding protein-1 (IGFBP-1), whereas the primary production site of circulating IGFBP-3 remains unknown. As other tissues may contribute to the circulating pool of IGF-I and IGFBP, the aim of the present study was to assess the hepatic and renal arterio-venous difference and production rates of IGF-I, IGFBP-1, IGFBP-3, and GH in cirrhotic patients (n = 22) and matched control subjects (n = 27). IGFBP-1 and -3, IGF-I, and GH levels were measured by RIA in hepatic, renal, and peripheral veins and in the femoral artery. Levels of IGFBP-1 to -4 were additionally determined by Western ligand blotting. Hepatic venous IGFBP-1 was significantly increased in the cirrhotic patients (mean +/- SEM, 33.6 +/- 9.1 vs. 10.4 +/- 1.9 micrograms/L; P < 0.001), and arterio-renal-venous extraction was significant in both patients (6 +/- 2%; P < 0.01) and controls (11 +/- 1%; P < 0.001). Conversely, IGFBP-3 was decreased in the cirrhotic patients (1265 +/- 149 vs. 2712 +/- 137 micrograms/L; P < 0.001). IGFBP-3 correlated significantly with the wedged hepatic venous pressure (r = -0.49; P < 0.05), serum aspartate aminotransferase (r = -0.66; P < 0.01), serum bilirubin (r = -0.65; P < 0.01), serum albumin (r = 0.64; P < 0.01), and the Child score (r = -0.57; P < 0.01). IGF-I was significantly lower in the cirrhotics (57 +/- 10 vs. 143 +/- 11 micrograms/L; P < 0.001). No significant IGFBP-3 proteolysis was demonstrated in cirrhotics or controls. No significant differences were found in the values obtained simultaneously from hepatic, renal, and brachial veins or femoral artery, which suggests that no major net production or release of IGFBP-3 or IGF-I occurs in these tissues. No differences in IGFBP-2 or IGFBP-4 determined by Western ligan blot were found between patients and controls. The IGF-I concentrations correlated significantly with parameters of biochemical liver function. Basal GH concentrations were significantly higher in the cirrhotics (1.19 +/- 0.13 vs. 0.58 +/- 0.08 micrograms/L; P < 0.001). A significant hepatic disposal of GH was found in the patients (P < 0.05) and controls (P < 0.001).(ABSTRACT TRUNCATED AT 400 WORDS)",Genome engineering,concentration release disposal insulinlike growth factor igfbinding protein igfbp igfi growth hormone different vascular bed patient cirrhosis liver thought major source circulating insulinlike growth factor igfi igfbinding protein igfbp whereas primary production site circulating igfbp remains unknown tissue may contribute circulating pool igfi igfbp aim present study ass hepatic renal arteriovenous difference production rate igfi igfbp igfbp gh cirrhotic patient matched control subject igfbp igfi gh level measured ria hepatic renal peripheral vein femoral artery level igfbp additionally determined western ligand blotting hepatic venous igfbp significantly increased cirrhotic patient mean sem v microgramsl arteriorenalvenous extraction significant patient control conversely igfbp decreased cirrhotic patient v microgramsl igfbp correlated significantly wedged hepatic venous pressure serum aspartate aminotransferase serum bilirubin serum albumin child score igfi significantly lower cirrhotics v microgramsl significant igfbp proteolysis demonstrated cirrhotics control significant difference found value obtained simultaneously hepatic renal brachial vein femoral artery suggests major net production release igfbp igfi occurs tissue difference igfbp igfbp determined western ligan blot found patient control igfi concentration correlated significantly parameter biochemical liver function basal gh concentration significantly higher cirrhotics v microgramsl significant hepatic disposal gh found patient control abstract truncated word
7534821,"E2 and NS5: new antigens for detection of hepatitis C virus antibodies. The value of two new hepatitis C virus (HCV) antigens for detection of HCV antibodies was studied. These two recombinant antigens were derived from the nonstructural-5 (NS5) and envelope-2 (E2) region of the HCV genome. In a panel of 33 HCV-RNA positive samples with indeterminate Riba-2 confirmatory test results, 29 samples (88%) showed additional antibody reactivity against E2 and 12 samples (36%) showed additional reactivity against NS5. Among 39 HCV-RNA negative, Riba-2 indeterminate donor samples, no additional E2 or NS5 reactivity was found in 34 samples (87%); while 5 samples (13%) showed additional reactivity against NS5 and/or E2. E2 reactivity thus resolved the majority of hitherto indeterminate samples. In serial samples from nine posttransfusion hepatitis C patients, NS5 and E2 antibodies did not appear earlier than classical HCV antibodies. However, E2 antibodies eventually appeared in all nine patients. The recombinant E2 might be a candidate antigen for future HCV antibody assays.",Genome engineering,n new antigen detection hepatitis virus antibody value two new hepatitis virus hcv antigen detection hcv antibody studied two recombinant antigen derived nonstructural n envelope region hcv genome panel hcvrna positive sample indeterminate riba confirmatory test result sample showed additional antibody reactivity sample showed additional reactivity n among hcvrna negative riba indeterminate donor sample additional n reactivity found sample sample showed additional reactivity n andor reactivity thus resolved majority hitherto indeterminate sample serial sample nine posttransfusion hepatitis patient n antibody appear earlier classical hcv antibody however antibody eventually appeared nine patient recombinant might candidate antigen future hcv antibody assay
7533167,"Nevirapine alters the cleavage specificity of ribonuclease H of human immunodeficiency virus 1 reverse transcriptase. The action of the dipyridodiazepinone nevirapine (BI-RG-587) on polymerization and RNase H activities of human immunodeficiency virus reverse transcriptase (RT) was examined. Substrates using heteropolymeric DNA primers hybridized to complementary RNA templates were employed. Challenged assays were performed that allowed measurement of activity of the RT resulting from a single round of binding of RT to substrate. Results demonstrated that nevirapine alters the cleavage specificity of the RNase H. Instead of a primary cleavage approximately 18 nucleotides upstream of the DNA 3' terminus, multiple cleavages were observed ahead of and behind this site. This indicated that the compound facilitates sliding of the RT away from the DNA primer terminus allowing cleavage at more sites. The change in specificity occurred whether the primer terminus was at the end or internal on the template. Experiments with RNA primers on circular DNA demonstrated a nevirapine-induced stimulation of RNase H activity beyond the increase expected from the change in cleavage specificity. Examination of polymerization showed that the compound decreased both the number of primers that underwent synthesis and the processive elongation of those primers. The significance of these results with respect to viral replication and recombination is discussed.",Genome engineering,nevirapine alters cleavage specificity ribonuclease human immunodeficiency virus reverse transcriptase action dipyridodiazepinone nevirapine birg polymerization rnase activity human immunodeficiency virus reverse transcriptase rt examined substrate using heteropolymeric dna primer hybridized complementary rna template employed challenged assay performed allowed measurement activity rt resulting single round binding rt substrate result demonstrated nevirapine alters cleavage specificity rnase instead primary cleavage approximately nucleotide upstream dna terminus multiple cleavage observed ahead behind site indicated compound facilitates sliding rt away dna primer terminus allowing cleavage site change specificity occurred whether primer terminus end internal template experiment rna primer circular dna demonstrated nevirapineinduced stimulation rnase activity beyond increase expected change cleavage specificity examination polymerization showed compound decreased number primer underwent synthesis processive elongation primer significance result respect viral replication recombination discussed
7532566,"Markers for metastatic adenocarcinoma in serous effusion specimens. A variety of stains have been proposed as useful adjuncts to the morphologic diagnosis of serous effusion specimens. This study evaluates the sensitivity and specificity of nine stains for the detection of metastatic adenocarcinoma in effusions. Mucin cytochemistry with the Periodic acid-Schiff reaction after diastase digestion (PASd) and the mucicarmine method, as well as immunochemical staining for five glycoprotein antigens, was undertaken on 153 effusion specimens with histological and/or clinically confirmed diagnoses. Immunochemical stains included three antibodies to CEA (Dako polyclonal, 4E7 and A5B7) and antibodies to HEA (Ber-EP4), TAG 72 (B72.3), CD15 (LeuM1) and Epithelial membrane antigen (EMA) were evaluated. The sensitivity of the stains for adenocarcinoma (102 cases) was: PASd 37%; mucicarmine 24%; polyclonal anti-CEA 69%; 4E7 52%; A5B7 21%; EMA 91%; B72.3 44%; Ber-EP4 32%; LeuM1 24%. With the exception of EMA, none of the stains reacted with any cases of benign mesothelial cells (11 cases), reactive mesothelial cells (34 cases), or with six cases of mesothelioma. However, EMA staining was present in two cases (6%) of reactive mesothelial cells and all cases of mesothelioma. The optimal combination of stains for use in a panel was polyclonal anti-CEA/B72.3/PASd. Combined results from these three stains yielded a sensitivity of 83% for adenocarcinoma with no false positive results. It is concluded that special staining may provide valuable information to assist in the classification of difficult effusion cases.",Genome engineering,marker metastatic adenocarcinoma serous effusion specimen variety stain proposed useful adjunct morphologic diagnosis serous effusion specimen study evaluates sensitivity specificity nine stain detection metastatic adenocarcinoma effusion mucin cytochemistry periodic acidschiff reaction diastase digestion pasd mucicarmine method well immunochemical staining five glycoprotein antigen undertaken effusion specimen histological andor clinically confirmed diagnosis immunochemical stain included three antibody cea dako polyclonal ab antibody hea berep tag cd leum epithelial membrane antigen ema evaluated sensitivity stain adenocarcinoma case pasd mucicarmine polyclonal anticea ab ema berep leum exception ema none stain reacted case benign mesothelial cell case reactive mesothelial cell case six case mesothelioma however ema staining present two case reactive mesothelial cell case mesothelioma optimal combination stain use panel polyclonal anticeabpasd combined result three stain yielded sensitivity adenocarcinoma false positive result concluded special staining may provide valuable information assist classification difficult effusion case
7532348,"Differential distribution of insulin-like growth factors and their binding proteins within bone: relationship to bone mineral density. To evaluate the possibility that insulin-like growth factors (IGFs) and their binding proteins (BPs) in bone play a role in regulating cortical bone formation in growing animals, we compared changes in IGF and IGF BP levels with changes in bone mineral density (BMD) at three different regions (proximal, middle, and distal) along the rabbit femoral shaft. BMD measured by dual-energy x-ray absorptiometry decreased progressively from proximal to distal regions of the shaft, from 0.449 +/- 0.005 to 0.354 +/- 0.002 g/cm2 (mean +/- SEM; n = 9), respectively; total protein concentrations also decreased toward the distal region. We extracted the IGFs and their BPs from bone by demineralization in 10% EDTA and 4 M guanidine-HCl (pH 4.5). The IGFs were then separated from their BPs by size exclusion HPLC. The pH of the extraction buffer profoundly influenced the recoveries of the IGFs and, to a lesser extent, the total protein; at least 100% more IGFs were recovered at acid (4.5) pH than at neutral (7.5) or basic (10.5) pH. The levels of IGF-I decreased markedly from proximal to distal regions, from 273 +/- 27 to 100 +/- 38 ng human IGF-I equivalent/g bone (or 103 +/- 10 to 52 +/- 11 ng human IGF-I equivalent/mg protein), respectively. IGF-II was uniformly distributed (385 +/- 17 ng human IGF-II equivalent/g bone; mean of all three regions). Levels of the predominant 28-32 kD IGF BP doublet increased by about 100% from proximal to distal segments, regardless of whether the data were expressed per unit mass or protein.(ABSTRACT TRUNCATED AT 250 WORDS)",Genome engineering,differential distribution insulinlike growth factor binding protein within bone relationship bone mineral density evaluate possibility insulinlike growth factor igfs binding protein bps bone play role regulating cortical bone formation growing animal compared change igf igf bp level change bone mineral density bmd three different region proximal middle distal along rabbit femoral shaft bmd measured dualenergy xray absorptiometry decreased progressively proximal distal region shaft gcm mean sem respectively total protein concentration also decreased toward distal region extracted igfs bps bone demineralization edta guanidinehcl ph igfs separated bps size exclusion hplc ph extraction buffer profoundly influenced recovery igfs lesser extent total protein least igfs recovered acid ph neutral basic ph level igfi decreased markedly proximal distal region ng human igfi equivalentg bone ng human igfi equivalentmg protein respectively igfii uniformly distributed ng human igfii equivalentg bone mean three region level predominant kd igf bp doublet increased proximal distal segment regardless whether data expressed per unit mass proteinabstract truncated word
7531145,"Reciprocal expression of co-stimulatory molecules, B7-1 and B7-2, on murine T cells following activation. The co-stimulatory B7 molecules (B7-1 and B7-2) are expressed on professional antigen-presenting cells in mice. In this study, we demonstrate that B7-1 (CD80) and B7-2 (CD86) are also expressed on murine T cells in the absence of major histocompatibility complex class II molecules. The temporal expression of these two molecules on T cells varies with the state of activation where resting T cells express B7-2 but show little or no expression of B7-1. Following activation, B7-2 expression is down-regulated and there is a concomitant increase in the expression of B7-1 on the cell surface which peaks at about 72 h. Thus these two co-stimulatory molecules are reciprocally expressed on the T cell surface. This pattern of expression of B7-1 and B7-2 on T cells suggests that these two molecules may have different roles in the generation and regulation of immune responses.",Genome engineering,reciprocal expression costimulatory molecule murine cell following activation costimulatory molecule expressed professional antigenpresenting cell mouse study demonstrate cd cd also expressed murine cell absence major histocompatibility complex class ii molecule temporal expression two molecule cell varies state activation resting cell express show little expression following activation expression downregulated concomitant increase expression cell surface peak thus two costimulatory molecule reciprocally expressed cell surface pattern expression cell suggests two molecule may different role generation regulation immune response
7530344,"Muscarinic cholinergic stimulation of the nitric oxide-cyclic GMP signaling system in cultured rat sensory neurons. Acetylcholine or carbachol stimulated cyclic GMP production in neuronal cultures from embryonic rat dorsal root ganglia but not in non-neuronal dorsal root ganglia cultures. Acetylcholine stimulation of cyclic GMP production was mediated by muscarinic receptors and required extracellular Ca2+. Basal cyclic GMP production and acetylcholine-evoked cyclic GMP production were attenuated by Methylene Blue, suggesting the involvement of soluble guanylate cyclase and nitric oxide synthase. L-NG-Monomethyl arginine attenuated basal, acetylcholine or carbachol-stimulated cyclic GMP production; this inhibition of acetylcholine and carbachol stimulation of cyclic GMP was reversed by L-arginine. These results suggest that a nitrosyl factor mediates basal, as well as acetylcholine- and carbachol-stimulated, cyclic GMP production. Selective destruction of small diameter neurons by capsaicin pretreatment of dorsal root ganglion neuronal cultures abolished acetylcholine and capsaicin stimulation of cyclic GMP, but did not affect sodium nitroprusside stimulation of cyclic GMP. These results suggest that acetylcholine evoked production of a nitrosyl factor in capsaicin-sensitive (small diameter) sensory neurons, which subsequently stimulated a soluble guanylate cyclase and cyclic GMP production in adjacent neuronal and/or non-neuronal cells. These results demonstrate that muscarinic agonists stimulate the nitric oxide-cyclic GMP signaling system in capsaicin-sensitive sensory neurons. Thus, the noxious character of acetylcholine when administered peripherally may be mediated by nitric oxide-cyclic GMP.",Genome engineering,muscarinic cholinergic stimulation nitric oxidecyclic gmp signaling system cultured rat sensory neuron acetylcholine carbachol stimulated cyclic gmp production neuronal culture embryonic rat dorsal root ganglion nonneuronal dorsal root ganglion culture acetylcholine stimulation cyclic gmp production mediated muscarinic receptor required extracellular ca basal cyclic gmp production acetylcholineevoked cyclic gmp production attenuated methylene blue suggesting involvement soluble guanylate cyclase nitric oxide synthase lngmonomethyl arginine attenuated basal acetylcholine carbacholstimulated cyclic gmp production inhibition acetylcholine carbachol stimulation cyclic gmp reversed larginine result suggest nitrosyl factor mediates basal well acetylcholine carbacholstimulated cyclic gmp production selective destruction small diameter neuron capsaicin pretreatment dorsal root ganglion neuronal culture abolished acetylcholine capsaicin stimulation cyclic gmp affect sodium nitroprusside stimulation cyclic gmp result suggest acetylcholine evoked production nitrosyl factor capsaicinsensitive small diameter sensory neuron subsequently stimulated soluble guanylate cyclase cyclic gmp production adjacent neuronal andor nonneuronal cell result demonstrate muscarinic agonist stimulate nitric oxidecyclic gmp signaling system capsaicinsensitive sensory neuron thus noxious character acetylcholine administered peripherally may mediated nitric oxidecyclic gmp
7530263,"Neoplastic erythema nodosum. We performed immunohistologic studies on a 75-year-old white woman with erythema nodosum (EN) and a systemic lymphoma. A skin biopsy specimen from an EN lesion showed lobular and septal pannicular infiltration by atypical lymphocytes. The cutaneous lymphocytic infiltrate was composed of a monoclonal population of B cells with lambda light chains. Atypical lymphocytes were also seen in the peripheral blood, and flow cytometry showed a predominance of the same phenotype of B cells with lambda light chains. Chemotherapy for systemic B-cell lymphoma resulted in the simultaneous resolution of EN and the lymphoma. This is the first documentation of EN representing direct cutaneous invasion by a B-cell lymphoma.",Genome engineering,neoplastic erythema nodosum performed immunohistologic study yearold white woman erythema nodosum en systemic lymphoma skin biopsy specimen en lesion showed lobular septal pannicular infiltration atypical lymphocyte cutaneous lymphocytic infiltrate composed monoclonal population cell lambda light chain atypical lymphocyte also seen peripheral blood flow cytometry showed predominance phenotype cell lambda light chain chemotherapy systemic bcell lymphoma resulted simultaneous resolution en lymphoma first documentation en representing direct cutaneous invasion bcell lymphoma
7526738,"Metal chelates as reversible stains for detection of electroblotted proteins: application to protein microsequencing and immunoblotting. Coomassie brilliant blue and Ponceau red have traditionally been used to stain electroblotted proteins, since they are compatible with existing N-terminal and internal protein microsequencing as well as with immunoblotting procedures. With recent improvements in sequencing and immunoblotting technology, detection of significantly smaller amounts of protein has become necessary. Metal complexes were evaluated as alternatives to conventional stains. Electroblotted proteins were detected by blocking nonspecific sites with polyvinylpyrrolidone-40 followed by incubation in metal chelate solutions at acidic pH values. Two of the most promising metal chelate stains were the Ferrozine/ferrous complex and the ferrocyanide/ferric complex. Both stained a wide variety of proteins and peptides quantitatively. Dot blots and 1D and 2D electroblots were successfully stained using iron chelates. When these two stains were utilized in combination, they were of equivalent sensitivity to colloidal gold stain. The reversibility of the metal chelate stains was substantiated by incubating stained membranes at neutral to basic pH in the presence of 20 mM ethylenediaminetetraacetic acid to rapidly elute the complexes from the bound proteins. The chelate stains were determined to be fully compatible with immunoblotting, N-terminal, and in situ internal protein microsequencing.",Genome engineering,metal chelate reversible stain detection electroblotted protein application protein microsequencing immunoblotting coomassie brilliant blue ponceau red traditionally used stain electroblotted protein since compatible existing nterminal internal protein microsequencing well immunoblotting procedure recent improvement sequencing immunoblotting technology detection significantly smaller amount protein become necessary metal complex evaluated alternative conventional stain electroblotted protein detected blocking nonspecific site polyvinylpyrrolidone followed incubation metal chelate solution acidic ph value two promising metal chelate stain ferrozineferrous complex ferrocyanideferric complex stained wide variety protein peptide quantitatively dot blot electroblots successfully stained using iron chelate two stain utilized combination equivalent sensitivity colloidal gold stain reversibility metal chelate stain substantiated incubating stained membrane neutral basic ph presence mm ethylenediaminetetraacetic acid rapidly elute complex bound protein chelate stain determined fully compatible immunoblotting nterminal situ internal protein microsequencing
7524639,"[A new liver support system composed of functional human cells and a radial-flow bioreactor]. An artificial liver will be useful for the treatment of acute hepatic failure and a bridge of liver transplantation. The current reports suggest that the hybrid type of artificial liver composed of functional human liver cells and a bioreactor is practical for clinical use. In the present study, we succeeded high density culture on a large-scale of human functional hepatoma (JHH-7) using a newly developed radial flow packed-bed bioreactor. Since the shear stress of this bioreactor is lower than the other type, high density culture without cell damage is possible. JHH-7 cells produced large amounts of human albumin and other liver specific proteins, and then have the function of ammonia metabolism in the system. This study suggests that a radial flow bioreactor will be developed as a new type of artificial liver.",Genome engineering,new liver support system composed functional human cell radialflow bioreactor artificial liver useful treatment acute hepatic failure bridge liver transplantation current report suggest hybrid type artificial liver composed functional human liver cell bioreactor practical clinical use present study succeeded high density culture largescale human functional hepatoma jhh using newly developed radial flow packedbed bioreactor since shear stress bioreactor lower type high density culture without cell damage possible jhh cell produced large amount human albumin liver specific protein function ammonia metabolism system study suggests radial flow bioreactor developed new type artificial liver
7522899,"Transplantation of CD34+ hematopoietic progenitor cells. Sixty-six stage IV breast cancer patients received high dose chemotherapy followed by autologous transplantation of CD34-positive(+) cells obtained from the bone marrow and/or granulocyte colony stimulating factor (G-CSF)-mobilized peripheral blood. Grafts were examined for the presence of tumor using conventional histology and immunocytochemical staining. Patients achieved a granulocyte count of 500 x 10(9)/liter 10-12 days posttransplant, with a platelet count of > 20 x 10(9)/liter in 14-15 days. Enrichment of CD34+ cells from the peripheral blood progenitor cell (PBPC) collections resulted in a 1.3 to 4.0 log depletion of breast cancer cells from the graft.",Genome engineering,transplantation cd hematopoietic progenitor cell sixtysix stage iv breast cancer patient received high dose chemotherapy followed autologous transplantation cdpositive cell obtained bone marrow andor granulocyte colony stimulating factor gcsfmobilized peripheral blood graft examined presence tumor using conventional histology immunocytochemical staining patient achieved granulocyte count liter day posttransplant platelet count liter day enrichment cd cell peripheral blood progenitor cell pbpc collection resulted log depletion breast cancer cell graft
7520602,Co-opting a blind watchmaker. ,Genome engineering,coopting blind watchmaker
7520591,Failure to inform of AFP test: birth defects--$4.3 million damages. Case in point: Basten by and through Basten v. U.S. 848 F. Supp. 2d 962 AL (1994). ,Genome engineering,failure inform afp test birth defect million damage case point basten basten u supp al
7518186,"Amylase in mare lacrimale in patients with submandibular salivary gland transplantation to the lacrimal basin. Six patients with dry eyes of different etiologies underwent transplants of 1.0 to 1.6 ml of submandibular salivary gland tissue, five of them to one eye and one to both eyes. In the four cases in which the transplants survived, the amylase activity in tear fluid sampled from the cisterna lacrimalis (temporal canthal meniscus) had a mean value of 5,147 U/l in contrast with the mean value 943 U/l of the fellow control eyes. In the two eyes in which the transplants failed to survive, the average value was 635 U/l. The small sample size does not enable calculation of statistical significance to the results but suggests that salivary amylase determinations in tear fluid would facilitate assessment of the functional status of the transplanted salivary tissue.",Genome engineering,amylase mare lacrimale patient submandibular salivary gland transplantation lacrimal basin six patient dry eye different etiology underwent transplant ml submandibular salivary gland tissue five one eye one eye four case transplant survived amylase activity tear fluid sampled cisterna lacrimalis temporal canthal meniscus mean value ul contrast mean value ul fellow control eye two eye transplant failed survive average value ul small sample size enable calculation statistical significance result suggests salivary amylase determination tear fluid facilitate assessment functional status transplanted salivary tissue
