pubmed_id,titre,abstract
7471001,"Continuing medical education in Maritime Canada: the methods physicians use, would prefer and find most effective","A study of the continuing medical education of practising physicians in Nova Scotia, New Brunswick and Prince Edward Island was conducted in 1979-80 by means of a mailed questionnaire"
7459569,Evaluating bilharzial ureteropathy for surgery,"In a study of 115 ureters showing chronic bilharzial changes, 4 main patterns of ureteropathy are defined"
7459545,ECT: I,Patients' experiences and attitudes
7489112,[The antimutagenic activity of ternary diallyl copolymers],"Antimutagenic activity of triple copolymers of diallyl origin was investigated by animal cell test (mouse bone marrow erythrocytes, 1.5 Gy of gamma irradiation) and by plant cell test (seeds of barley, 5 Gy of gamma irradiation)"
7488171,A SP1 binding site in the GC-rich region is essential for a core promoter activity of the human endothelial nitric oxide synthase gene,"Endothelial nitric oxide synthase (eNOS) is an important oxygenase which catalyzes the conversion of L-arginine to L-citrulline to form nitric oxide (NO), a potent important factor for vasodilation and inhibition of platelet aggregation"
7487737,Mechanisms of drug eruptions: Part I,"The pathogenetic mechanisms underlying common, and less common but severe, adverse cutaneous drug reactions are reviewed"
7486968,Scalp replantation after traumatic injury,A 30-year-old female patient lost her scalp in an industrial accident
7486300,[False aneurysm of the brachiocephalic artery following subclavian vein catheterization],The difficult insertion of a right subclavian catheter in a 63-year-old patient resulted in a pseudoaneurysm of the brachiocephalic artery requiring a resection-suture
7479474,Giant cell carcinoma of the lung,"A 50-year-old non-smoking, hypertensive female, presenting with superior vena caval compression, was found to have giant cell carcinoma of the lung"
7446039,Migration of the acetabular socket after total hip replacement determined by roentgen stereophotogrammetry,"In order to evaluate the feasibility of a roentgen stereophotogrammetric method for the analysis of the migration pattern of joint prostheses, tantalum balls were implanted into the acetabular socket and the pelvic bone during total hip replacement in four patients with rheumatoid arthritis"
