pubmed_id,titre,abstract
7522698,[Progress in scientific achievements at the Institute of Surgery A.V,Vishnevsky of the Russian Academy of the Medical Sciences]
7522342,[Prenatal diagnosis of umbilical cord hemangioma in increased alpha fetoprotein],In a patient with elevated serum alpha-fetoprotein a little haemangioma of the umbilical cord is diagnosed by ultrasound in the 21st week of pregnancy
7522293,IL-4 inhibits the LPS-induced expression of CD14 and monocyte-specific esterase mRNA in MONO-MAC-6 cells,The human MONO-MAC-6 cell line expresses the monocyte-associated differentiation markers CD14 and monocyte-specific esterase (MSE) and can be stimulated by lipopolysaccharide (LPS) to produce high mRNA levels of monocyte-related cytokines
7521983,[Comparison of acid and pepsinogen secretion control by oxyntopeptic cell of amphibians],"Pepsinogen and HCl secretion in the amphibian stomach is performed by a single cell type, the oxyntopeptic cell"
7521976,HLA-B15: a widespread and diverse family of HLA-B alleles,HLA-B15 embraces a multiplicity of antigenic specificities which vary in their distribution amongst human populations
7521971,[Inhibition of gastric myoelectric activity and gastric motility induced by microinjection of substance P into caudate nucleus in mouse],"Changes of gastric myoelectric fast wave, slow wave and gastric motility were studied after microinjection of substance P or ACh into caudate nucleus in an attempt to find the interaction between the two substances"
7521968,Oxyfuel in Alaska: use of interleukins to monitor effects on the immune system,"During a 4-week period in late November and early December 1992, blood samples from individuals exposed to auto emissions derived from oxyfuel were analyzed"
7521967,"Use of a nonradioactive genetic probe identified, synthesized, and labeled in the polymerase chain reaction","This study introduces a strategy to identify and produce sequences useful as genetic markers, or native genetic probes for DNA-DNA hybridization in bacterial strains where the genetics is not well described"
7521960,"Comparative analysis of epidermal growth factor receptor gene expression and protein product in benign, premalignant, and malignant prostate tissue","In order to more clearly define the status of epidermal growth factor receptor (EGFR) in prostate cancer, expression of EGFR transcript and protein was analyzed in paired samples of benign and malignant tissues from 30 radical prostatectomy specimens"
7521651,"CYFRA 21-1, a sensitive and specific new tumour marker for squamous cell lung cancer",Report of the first European multicentre evaluation
7521646,Guiding the selection of human antibodies from phage display repertoires to a single epitope of an antigen,"We have developed a strategy for guiding the selection of human antibody fragments from phage display repertoires to a single epitope of an antigen, using rodent monoclonal antibodies as a template"
7521395,"Combination chemotherapy of 5-fluorouracil, epidoxorubicin and mitomycin C in the palliative treatment of locally advanced and/or metastatic adenocarcinoma of the stomach","Thirty-seven consecutive patients with advanced and/or metastatic gastric adenocarcinoma received a combination of 5-fluorouracil 600 mg/m2 on days 1, 8, 29, 36; epidoxorubicin 75 mg/m2 i.v"
7521393,Assembled baculovirus-expressed human papillomavirus type 11 L1 capsid protein virus-like particles are recognized by neutralizing monoclonal antibodies and induce high titres of neutralizing antibodies,Baculovirus-expressed human papillomavirus type 11 (HPV-11) major capsid protein (L1) virus-like particles (VLPs) were produced in insect cells and purified on CsCl density gradients
7521391,T cell proliferative response to bovine leukaemia virus (BLV): identification of T cell epitopes on the major core protein (p24) in BLV-infected cattle with normal haematological values,Peripheral blood mononuclear cells (PBMCs) from bovine leukaemia virus (BLV)-seronegative cattle and from BLV-seropositive cows either with normal haematological values or persistent lymphocytosis were tested for their proliferative response to BLV antigens
7520875,GRP78 induction by cyclosporin A in human HeLa cells,Immunosuppressive drugs such as cyclosporin A (CsA) and FK506 are known to have pleiotropic effects on cells
7520793,Richter's syndrome showing pronounced lymphadenopathy in response to administration of granulocyte colony-stimulating factor,A patient with Richter's syndrome developed rapid generalized lymph node enlargement with a decrease of peripheral blood lymphocytes after recombinant human granulocyte colony-stimulating factor (rhG-CSF) therapy for neutropenia induced by chemotherapy
7520791,Improvement in blastocyst hatching of mouse embryos cocultured with human placental cells,"Although the hatching of embryos is an important phenomenon, the mechanism of hatching remains controversial"
7520789,Expression of E-selectin on coronary endothelium after myocardial ischemia and reperfusion,Neutrophils localize in ischemic or infarcted myocardium and thus are implicated in playing a role in myocardial reperfusion injury and stunning
7520774,Efficient retrovirus transduction of mouse pluripotent hematopoietic stem cells mobilized into the peripheral blood by treatment with granulocyte colony-stimulating factor and stem cell factor,"Cytokine-mobilized peripheral blood cells have been shown to participate in hematopoietic recovery after bone marrow (BM) transplantation, and are proposed to be useful targets for retrovirus-mediated gene transfer protocols"
7520757,Staining mast cells for morphometric evaluation on an image analysis system,Multiple skin sections from three nonhuman primates (Macaca mulatta) and three hairless guinea pigs (Cavia porcellus) were stained with 12 different histologic stains to determine whether mast cells could be selectively stained for morphometric analysis using an image analysis system (IAS)
7520667,Neurobehavioral assessment of high-risk infants in the neonatal intensive care unit,Neurobehavioral organization describes infants' abilities to organize themselves within their central nervous system maturation and environment
7520644,[Symptomatic treatment of amyotrophic lateral sclerosis],"During a twelve year period 58 patients with motor neurone disease were admitted to the Department of Neurology, Odense University Hospital"
7520642,Prostatic marker-negative amphicrine carcinoma of the prostate,"It has been shown that prostatic adenocarcinoma differentiation correlates with prostatic-specific marker and neuroendocrine expression; that is, the more undifferentiated the tumor, the less it expresses prostatic markers and the more neuroendocrine cells are found in it"
7520594,[Percutaneous treatment of hilar cholangiocarcinoma completed by high-dose rate brachytherapy,Experience in the first 5 cases]
7520235,Pain forum,Part 2
7519212,Human T lymphocyte chemotaxis and adhesion induced by vasoactive intestinal peptide,"Vasoactive intestinal peptide (VIP), a 28-amino acid peptide of the glucagon-secretin family, has been reported to have significant immunoregulatory properties"
7518074,Distribution of intraepithelial nerve fibers in the feline glottis,It is well known that the protective laryngeal closure is elicited by mechanical or chemical stimulation of the epithelium in the glottis
7518073,[Immunocytochemistry in the differential diagnosis of the head and neck tumors],Immunocytochemical analysis in fine-needle aspirates were performer in 46 cases of head and neck tumors
7517580,Prostate-specific antigen and digital rectal examination in screening for prostate cancer: a community-based study,"In this study, 1,027 healthy men over age 40 were screened for prostate cancer with digital rectal examinations (DRE) and prostate-specific antigen (PSA) levels"
7516264,Detection of hepatocellular carcinoma-specific alpha-fetoprotein by isoelectric focusing,Serum alpha-fetoprotein (AFP) is elevated in up to 80% of patients with hepatocellular carcinoma (HCC)
7516162,"Expression of ICAM-R (ICAM-3), a novel counter-receptor for LFA-1, in rheumatoid and nonrheumatoid synovium",Comparison with other adhesion molecules
7516008,Efficacy of angiotensin-converting enzyme inhibition and AT1 receptor blockade on cardiac pump performance after myocardial infarction in rats,"To determine whether cardiac unloading by inhibition of angiotensin I (AI) to AII conversion by captopril or blockade of the AII receptor (AT1) by losartan was more effective in prevention of the detrimental hemodynamic consequences of myocardial infarction (MI), inhibition of metabolic production of AII by captopril was compared with blockade of AT1 with losartan in Sprague-Dawley rats with large MI"
7513678,Experience in treating benign prostatic hypertrophy with Sabal serrulata for one year,The authors treated 42 BPH patients with the Sabal extract Strogen forte for 12 months
7513637,The cellular basis of olfaction,Smell is one of the most important senses driving basic patterns of behaviour in most of the earth's animal species
7513636,Mechanisms involved in the antiinflammatory effect of propolis extract,Propolis is a natural product produced by the honey bee
7513594,In vivo characterization of the tachykinin receptors involved in the direct and indirect bronchoconstrictor effect of tachykinins in two inbred rat strains,"Three receptors for the tachykinins, NK1, NK2, and NK3, have been defined pharmacologically and have been cloned"
7513568,Experimental regeneration in canine muscular dystrophy--2,Expression of myosin heavy chain isoforms
